"","maakunta","vuosi","toimiala","tuottavuus","nobs"
"954","Kainuu",2015,"Taiteet, viihde ja virkistys",1.19681025174211,63
"955","Kanta-Häme",2015,"Taiteet, viihde ja virkistys",3.6152742468475,552
"956","Keski-Pohjanmaa",2015,"Taiteet, viihde ja virkistys",2.75386165868915,155
"957","Keski-Suomi",2015,"Taiteet, viihde ja virkistys",3.82585863455222,594
"958","Kymenlaakso",2015,"Taiteet, viihde ja virkistys",2.98799966987947,468
"959","Lappi",2015,"Taiteet, viihde ja virkistys",2.52631297768028,210
"960","Päijät-Häme",2015,"Taiteet, viihde ja virkistys",3.17174262710343,284
"961","Pirkanmaa",2015,"Taiteet, viihde ja virkistys",4.06543798959992,1505
"962","Pohjanmaa",2015,"Taiteet, viihde ja virkistys",2.3390876007993,211
"963","Pohjois-Karjala",2015,"Taiteet, viihde ja virkistys",2.43773637393942,353
"964","Pohjois-Pohjanmaa",2015,"Taiteet, viihde ja virkistys",2.25587253955755,926
"965","Pohjois-Savo",2015,"Taiteet, viihde ja virkistys",2.07434264654559,571
"966","Satakunta",2015,"Taiteet, viihde ja virkistys",2.75450980872392,373
"967","Uusimaa",2015,"Taiteet, viihde ja virkistys",3.57997954024777,1166
"968","Varsinais-Suomi",2015,"Taiteet, viihde ja virkistys",3.63166223825193,1473
"969","Ahvenanmaa",2015,"Teollisuus",1.71059549017451,83
"970","Etelä-Karjala",2015,"Teollisuus",1.90601594495458,2474
"971","Etelä-Pohjanmaa",2015,"Teollisuus",2.26109500484731,2775
"972","Etelä-Savo",2015,"Teollisuus",1.97923076418888,2057
"973","Kainuu",2015,"Teollisuus",1.23453243156167,354
"974","Kanta-Häme",2015,"Teollisuus",1.84585065321134,1883
"975","Keski-Pohjanmaa",2015,"Teollisuus",1.44515759729803,1170
"976","Keski-Suomi",2015,"Teollisuus",1.8532309979547,2631
"977","Kymenlaakso",2015,"Teollisuus",1.5896151117326,2537
"978","Lappi",2015,"Teollisuus",1.83965884127548,917
"979","Päijät-Häme",2015,"Teollisuus",1.83977955907222,1494
"980","Pirkanmaa",2015,"Teollisuus",2.12750483499994,7117
"981","Pohjanmaa",2015,"Teollisuus",1.65603646141784,2220
"982","Pohjois-Karjala",2015,"Teollisuus",1.70557631331993,2129
"983","Pohjois-Pohjanmaa",2015,"Teollisuus",1.37786691070101,4489
"984","Pohjois-Savo",2015,"Teollisuus",1.44914551148004,3575
"985","Satakunta",2015,"Teollisuus",1.91477730187761,3131
"986","Uusimaa",2015,"Teollisuus",2.0142523040779,4750
"987","Varsinais-Suomi",2015,"Teollisuus",1.78275384939805,9480
"988","Ahvenanmaa",2015,"Terveys- ja sosiaalipalvelut",3.12792581363459,41
"989","Etelä-Karjala",2015,"Terveys- ja sosiaalipalvelut",2.6765329588029,1474
"990","Etelä-Pohjanmaa",2015,"Terveys- ja sosiaalipalvelut",2.50893008659926,1286
"991","Etelä-Savo",2015,"Terveys- ja sosiaalipalvelut",2.77930549856265,1421
"992","Kainuu",2015,"Terveys- ja sosiaalipalvelut",2.11258713844787,365
"993","Kanta-Häme",2015,"Terveys- ja sosiaalipalvelut",2.30011950685647,1369
"994","Keski-Pohjanmaa",2015,"Terveys- ja sosiaalipalvelut",1.86995678636546,598
"995","Keski-Suomi",2015,"Terveys- ja sosiaalipalvelut",2.57649656894252,2001
"996","Kymenlaakso",2015,"Terveys- ja sosiaalipalvelut",2.53773271772029,1507
"997","Lappi",2015,"Terveys- ja sosiaalipalvelut",2.0957535706364,637
"998","Päijät-Häme",2015,"Terveys- ja sosiaalipalvelut",2.28106931349029,733
"999","Pirkanmaa",2015,"Terveys- ja sosiaalipalvelut",3.11731783500821,3849
"1000","Pohjanmaa",2015,"Terveys- ja sosiaalipalvelut",2.41850138754989,663
"1001","Pohjois-Karjala",2015,"Terveys- ja sosiaalipalvelut",3.05938998231372,1668
"1002","Pohjois-Pohjanmaa",2015,"Terveys- ja sosiaalipalvelut",2.46018702333971,4078
"1003","Pohjois-Savo",2015,"Terveys- ja sosiaalipalvelut",2.29176045073527,2896
"1004","Satakunta",2015,"Terveys- ja sosiaalipalvelut",2.1235737877481,1565
"1005","Uusimaa",2015,"Terveys- ja sosiaalipalvelut",2.85073644830615,2497
"1006","Varsinais-Suomi",2015,"Terveys- ja sosiaalipalvelut",2.4379889127753,3991
"1013","Ahvenanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",0.988827596146162,266
"1014","Etelä-Karjala",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.35546214162714,5418
"1015","Etelä-Pohjanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.27485169478251,4916
"1016","Etelä-Savo",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.12050967494183,4578
"1017","Kainuu",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",0.886969778013498,910
"1018","Kanta-Häme",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.31482637795801,4990
"1019","Keski-Pohjanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.15651869915354,2691
"1020","Keski-Suomi",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.1930628893773,5482
"1021","Kymenlaakso",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.37086911236082,5412
"1022","Lappi",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.03591914816893,2066
"1023","Päijät-Häme",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.23913863802317,2742
"1024","Pirkanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.53272015320629,12666
"1025","Pohjanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.27858093423782,3587
"1026","Pohjois-Karjala",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.19595706967722,4531
"1027","Pohjois-Pohjanmaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.15803337477944,9786
"1028","Pohjois-Savo",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.23280441189543,9666
"1029","Satakunta",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.21766402751052,5521
"1030","Uusimaa",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.55996779118683,9832
"1031","Varsinais-Suomi",2015,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.33460077564501,16778
"1032","Ahvenanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",3.5271057503333,11
"1033","Etelä-Karjala",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.31480614247699,279
"1034","Etelä-Pohjanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",2.0221177269564,174
"1035","Etelä-Savo",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.551150141940755,549
"1036","Kainuu",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.201320841662952,245
"1037","Kanta-Häme",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.129268239849919,236
"1038","Keski-Pohjanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.227360985573152,486
"1039","Keski-Suomi",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.465953227012955,763
"1040","Kymenlaakso",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.11742679691151,304
"1041","Lappi",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.17869369824419,95
"1042","Päijät-Häme",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.858408338277133,79
"1043","Pirkanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.29458019163156,1406
"1044","Pohjanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.469591997595409,670
"1045","Pohjois-Karjala",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.353122241430076,755
"1046","Pohjois-Pohjanmaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.266025519358508,892
"1047","Pohjois-Savo",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.488403035868594,1145
"1048","Satakunta",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.480159490980068,744
"1049","Uusimaa",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.247848932895112,1416
"1050","Varsinais-Suomi",2015,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.470874568449249,1767
"1051","Ahvenanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.23884543891493,149
"1052","Etelä-Karjala",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.49558296658313,2923
"1053","Etelä-Pohjanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.55090725469721,2137
"1054","Etelä-Savo",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.70454167882431,2308
"1055","Kainuu",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",1.82910135708113,417
"1056","Kanta-Häme",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",3.15020285446169,2710
"1057","Keski-Pohjanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.54881110589658,1051
"1058","Keski-Suomi",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.90756384747171,3969
"1059","Kymenlaakso",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.66443431166453,2860
"1060","Lappi",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.44500990652895,1110
"1061","Päijät-Häme",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.89927584512492,1759
"1062","Pirkanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",3.06851657906255,9315
"1063","Pohjanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.68703331460695,1850
"1064","Pohjois-Karjala",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.41531598240587,2430
"1065","Pohjois-Pohjanmaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",1.91289028019675,7312
"1066","Pohjois-Savo",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.19668497328162,5413
"1067","Satakunta",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.44994129785106,2747
"1068","Uusimaa",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",3.32780061954165,6516
"1069","Varsinais-Suomi",2016,"Ammatillinen, tieteellinen ja tekninen toiminta",2.6649226989414,11544
"1070","Ahvenanmaa",2016,"Hallinto- ja tukipalvelutoiminta",2.06815426125518,59
"1071","Etelä-Karjala",2016,"Hallinto- ja tukipalvelutoiminta",1.58383810730664,1459
"1072","Etelä-Pohjanmaa",2016,"Hallinto- ja tukipalvelutoiminta",2.27251808579449,976
"1073","Etelä-Savo",2016,"Hallinto- ja tukipalvelutoiminta",2.26899921132128,1154
"1074","Kainuu",2016,"Hallinto- ja tukipalvelutoiminta",1.30351316590378,273
"1075","Kanta-Häme",2016,"Hallinto- ja tukipalvelutoiminta",2.18102691952461,1351
"1076","Keski-Pohjanmaa",2016,"Hallinto- ja tukipalvelutoiminta",2.26173967705705,602
"1077","Keski-Suomi",2016,"Hallinto- ja tukipalvelutoiminta",2.66855134491203,1572
"1078","Kymenlaakso",2016,"Hallinto- ja tukipalvelutoiminta",2.26875474495616,1439
"1079","Lappi",2016,"Hallinto- ja tukipalvelutoiminta",2.0368910676748,835
"1080","Päijät-Häme",2016,"Hallinto- ja tukipalvelutoiminta",2.25168209914539,737
"1081","Pirkanmaa",2016,"Hallinto- ja tukipalvelutoiminta",2.35580908144893,3697
"1082","Pohjanmaa",2016,"Hallinto- ja tukipalvelutoiminta",2.17182597750704,917
"1083","Pohjois-Karjala",2016,"Hallinto- ja tukipalvelutoiminta",1.90076178673224,1307
"1084","Pohjois-Pohjanmaa",2016,"Hallinto- ja tukipalvelutoiminta",1.49005258946462,2706
"1085","Pohjois-Savo",2016,"Hallinto- ja tukipalvelutoiminta",1.63839279710849,2679
"1086","Satakunta",2016,"Hallinto- ja tukipalvelutoiminta",1.98111779719752,1522
"1087","Uusimaa",2016,"Hallinto- ja tukipalvelutoiminta",2.77156772346744,3386
"1088","Varsinais-Suomi",2016,"Hallinto- ja tukipalvelutoiminta",2.30126295789545,5519
"1089","Ahvenanmaa",2016,"Informaatio ja viestintä",1.92693817537974,48
"1090","Etelä-Karjala",2016,"Informaatio ja viestintä",2.46674554417755,893
"1091","Etelä-Pohjanmaa",2016,"Informaatio ja viestintä",2.08314115489323,494
"1092","Etelä-Savo",2016,"Informaatio ja viestintä",1.56196763002692,658
"1093","Kainuu",2016,"Informaatio ja viestintä",1.38458999194852,150
"1094","Kanta-Häme",2016,"Informaatio ja viestintä",2.0401313988363,821
"1095","Keski-Pohjanmaa",2016,"Informaatio ja viestintä",2.19148213706904,227
"1096","Keski-Suomi",2016,"Informaatio ja viestintä",1.68153616936953,1443
"1097","Kymenlaakso",2016,"Informaatio ja viestintä",1.86660174998661,602
"1098","Lappi",2016,"Informaatio ja viestintä",2.04477024308678,229
"1099","Päijät-Häme",2016,"Informaatio ja viestintä",1.93413396350906,357
"1100","Pirkanmaa",2016,"Informaatio ja viestintä",1.88281452056439,3698
"1101","Pohjanmaa",2016,"Informaatio ja viestintä",1.89449536535195,535
"1102","Pohjois-Karjala",2016,"Informaatio ja viestintä",1.47177036519795,747
"1103","Pohjois-Pohjanmaa",2016,"Informaatio ja viestintä",1.39262148976565,3170
"1104","Pohjois-Savo",2016,"Informaatio ja viestintä",1.66026333562844,1853
"1105","Satakunta",2016,"Informaatio ja viestintä",2.27524557801229,726
"1106","Uusimaa",2016,"Informaatio ja viestintä",2.94296912315925,1504
"1107","Varsinais-Suomi",2016,"Informaatio ja viestintä",2.14202875662335,3433
"1110","Etelä-Karjala",2016,"Kaivostoiminta ja louhinta",1.15243955833989,130
"1111","Etelä-Pohjanmaa",2016,"Kaivostoiminta ja louhinta",2.36214346484933,204
"1112","Etelä-Savo",2016,"Kaivostoiminta ja louhinta",1.15441532728713,91
"1113","Kainuu",2016,"Kaivostoiminta ja louhinta",0.814244260028057,48
"1114","Kanta-Häme",2016,"Kaivostoiminta ja louhinta",0.983976438079191,85
"1115","Keski-Pohjanmaa",2016,"Kaivostoiminta ja louhinta",1.3250573986225,38
"1116","Keski-Suomi",2016,"Kaivostoiminta ja louhinta",0.739447757377795,90
"1117","Kymenlaakso",2016,"Kaivostoiminta ja louhinta",0.483862540217263,138
"1118","Lappi",2016,"Kaivostoiminta ja louhinta",1.70375980520876,91
"1119","Päijät-Häme",2016,"Kaivostoiminta ja louhinta",0.666900666060201,24
"1120","Pirkanmaa",2016,"Kaivostoiminta ja louhinta",1.25628725432875,149
"1121","Pohjanmaa",2016,"Kaivostoiminta ja louhinta",0.363286472718345,43
"1122","Pohjois-Karjala",2016,"Kaivostoiminta ja louhinta",0.814805468341198,61
"1123","Pohjois-Pohjanmaa",2016,"Kaivostoiminta ja louhinta",1.32338755472273,342
"1124","Pohjois-Savo",2016,"Kaivostoiminta ja louhinta",1.47892786789774,199
"1125","Satakunta",2016,"Kaivostoiminta ja louhinta",1.44687930524168,96
"1126","Uusimaa",2016,"Kaivostoiminta ja louhinta",1.53352458909061,119
"1127","Varsinais-Suomi",2016,"Kaivostoiminta ja louhinta",0.592688837746293,333
"1128","Ahvenanmaa",2016,"Kiinteistöalan toiminta",1.33573517166797,100
"1129","Etelä-Karjala",2016,"Kiinteistöalan toiminta",2.62345334763593,1806
"1130","Etelä-Pohjanmaa",2016,"Kiinteistöalan toiminta",2.54763846184132,1415
"1131","Etelä-Savo",2016,"Kiinteistöalan toiminta",1.9856027071521,1423
"1132","Kainuu",2016,"Kiinteistöalan toiminta",2.25723321045107,270
"1133","Kanta-Häme",2016,"Kiinteistöalan toiminta",1.86700801852395,1676
"1134","Keski-Pohjanmaa",2016,"Kiinteistöalan toiminta",2.12127195810393,827
"1135","Keski-Suomi",2016,"Kiinteistöalan toiminta",2.3748353559438,2184
"1136","Kymenlaakso",2016,"Kiinteistöalan toiminta",2.18615361506426,1437
"1137","Lappi",2016,"Kiinteistöalan toiminta",2.00511205059433,843
"1138","Päijät-Häme",2016,"Kiinteistöalan toiminta",1.90642504057178,868
"1139","Pirkanmaa",2016,"Kiinteistöalan toiminta",2.39680099213811,4452
"1140","Pohjanmaa",2016,"Kiinteistöalan toiminta",2.15046976157308,1006
"1141","Pohjois-Karjala",2016,"Kiinteistöalan toiminta",1.81682973407832,1414
"1142","Pohjois-Pohjanmaa",2016,"Kiinteistöalan toiminta",2.02901819657127,3826
"1143","Pohjois-Savo",2016,"Kiinteistöalan toiminta",2.11537015353375,3084
"1144","Satakunta",2016,"Kiinteistöalan toiminta",2.31066963276977,1613
"1145","Uusimaa",2016,"Kiinteistöalan toiminta",2.2103621255778,2759
"1146","Varsinais-Suomi",2016,"Kiinteistöalan toiminta",2.00927194920145,5601
"1150","Etelä-Karjala",2016,"Koulutus",2.96373411848129,297
"1151","Etelä-Pohjanmaa",2016,"Koulutus",1.5360988221966,217
"1152","Etelä-Savo",2016,"Koulutus",3.30556947101932,254
"1153","Kainuu",2016,"Koulutus",0.906045939804865,73
"1154","Kanta-Häme",2016,"Koulutus",3.07593830285066,380
"1155","Keski-Pohjanmaa",2016,"Koulutus",2.84036394820217,88
"1156","Keski-Suomi",2016,"Koulutus",2.9960620380642,442
"1157","Kymenlaakso",2016,"Koulutus",2.02142276375276,327
"1158","Lappi",2016,"Koulutus",2.57027569474119,117
"1159","Päijät-Häme",2016,"Koulutus",4.18418337775697,143
"1160","Pirkanmaa",2016,"Koulutus",3.69458568007119,937
"1161","Pohjanmaa",2016,"Koulutus",3.77145235346882,148
"1162","Pohjois-Karjala",2016,"Koulutus",3.24194897591736,263
"1163","Pohjois-Pohjanmaa",2016,"Koulutus",2.78165783650034,689
"1164","Pohjois-Savo",2016,"Koulutus",2.33163941160243,610
"1165","Satakunta",2016,"Koulutus",2.95420705108578,314
"1166","Uusimaa",2016,"Koulutus",3.26387571127876,698
"1167","Varsinais-Suomi",2016,"Koulutus",3.39619816740191,1159
"1168","Ahvenanmaa",2016,"Kuljetus ja varastointi",1.69994544626749,96
"1169","Etelä-Karjala",2016,"Kuljetus ja varastointi",1.85653453991643,2596
"1170","Etelä-Pohjanmaa",2016,"Kuljetus ja varastointi",1.89211863215722,1833
"1171","Etelä-Savo",2016,"Kuljetus ja varastointi",2.14225564355554,2126
"1172","Kainuu",2016,"Kuljetus ja varastointi",1.57129101269419,437
"1173","Kanta-Häme",2016,"Kuljetus ja varastointi",2.05087366604904,1824
"1174","Keski-Pohjanmaa",2016,"Kuljetus ja varastointi",1.46464006449354,1057
"1175","Keski-Suomi",2016,"Kuljetus ja varastointi",1.99248141116045,2264
"1176","Kymenlaakso",2016,"Kuljetus ja varastointi",2.02786434217975,2957
"1177","Lappi",2016,"Kuljetus ja varastointi",1.92091212427919,1115
"1178","Päijät-Häme",2016,"Kuljetus ja varastointi",1.96963677585543,973
"1179","Pirkanmaa",2016,"Kuljetus ja varastointi",1.96401287614147,5052
"1180","Pohjanmaa",2016,"Kuljetus ja varastointi",1.51637054281267,1701
"1181","Pohjois-Karjala",2016,"Kuljetus ja varastointi",1.84684252873024,1789
"1182","Pohjois-Pohjanmaa",2016,"Kuljetus ja varastointi",1.6652483926262,4457
"1183","Pohjois-Savo",2016,"Kuljetus ja varastointi",1.92436831447174,3557
"1184","Satakunta",2016,"Kuljetus ja varastointi",2.10864016613818,2407
"1185","Uusimaa",2016,"Kuljetus ja varastointi",1.97903399967172,4554
"1186","Varsinais-Suomi",2016,"Kuljetus ja varastointi",1.89589476667469,7362
"1187","Ahvenanmaa",2016,"Maatalous, metsätalous ja kalatalous",2.04909892747222,140
"1188","Etelä-Karjala",2016,"Maatalous, metsätalous ja kalatalous",3.17998635832349,4314
"1189","Etelä-Pohjanmaa",2016,"Maatalous, metsätalous ja kalatalous",2.32717511721741,7424
"1190","Etelä-Savo",2016,"Maatalous, metsätalous ja kalatalous",2.91164162867045,6402
"1191","Kainuu",2016,"Maatalous, metsätalous ja kalatalous",1.67234215365792,848
"1192","Kanta-Häme",2016,"Maatalous, metsätalous ja kalatalous",2.65353301357362,3869
