"","date","TOL","maakunta","yrityksiä","työntekijöitä"
"16311",NA,NA,"MK06 Pirkanmaa","8",15
"16312",NA,NA,"MK07 Päijät-Häme","0",0
"16313",NA,NA,"MK08 Kymenlaakso","4",7
"16314",NA,NA,"MK09 Etelä-Karjala","0",0
"16315",NA,NA,"MK10 Etelä-Savo","3",26
"16316",NA,NA,"MK11 Pohjois-Savo","4",9
"16317",NA,NA,"MK12 Pohjois-Karjala","2",5
"16318",NA,NA,"MK13 Keski-Suomi","1",1
"16319",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16320",NA,NA,"MK15 Pohjanmaa","0",0
"16321",NA,NA,"MK16 Keski-Pohjanmaa","2",3
"16322",NA,NA,"MK17 Pohjois-Pohjanmaa","5",30
"16323",NA,NA,"MK18 Kainuu","0",0
"16324",NA,NA,"MK19 Lappi","0",0
"16325",NA,NA,"MA2 AHVENANMAA","0",0
"16326",NA,NA,"MK21 Ahvenanmaa","0",0
"16327",NA,"Kauppa","KOKO MAA","39",139
"16328",NA,NA,"MA1 MANNER-SUOMI","39",139
"16329",NA,NA,"MK01 Uusimaa","9",46
"16330",NA,NA,"MK02 Varsinais-Suomi","6",11
"16331",NA,NA,"MK04 Satakunta","1",2
"16332",NA,NA,"MK05 Kanta-Häme","3",7
"16333",NA,NA,"MK06 Pirkanmaa","3",15
"16334",NA,NA,"MK07 Päijät-Häme","0",0
"16335",NA,NA,"MK08 Kymenlaakso","1",1
"16336",NA,NA,"MK09 Etelä-Karjala","2",7
"16337",NA,NA,"MK10 Etelä-Savo","1",4
"16338",NA,NA,"MK11 Pohjois-Savo","2",5
"16339",NA,NA,"MK12 Pohjois-Karjala","1",1
"16340",NA,NA,"MK13 Keski-Suomi","1",6
"16341",NA,NA,"MK14 Etelä-Pohjanmaa","2",2
"16342",NA,NA,"MK15 Pohjanmaa","2",2
"16343",NA,NA,"MK16 Keski-Pohjanmaa","1",7
"16344",NA,NA,"MK17 Pohjois-Pohjanmaa","2",8
"16345",NA,NA,"MK18 Kainuu","1",14
"16346",NA,NA,"MK19 Lappi","1",1
"16347",NA,NA,"MA2 AHVENANMAA","0",0
"16348",NA,NA,"MK21 Ahvenanmaa","0",0
"16349",NA,"Kuljetus ja varastointi","KOKO MAA","18",59
"16350",NA,NA,"MA1 MANNER-SUOMI","18",59
"16351",NA,NA,"MK01 Uusimaa","3",19
"16352",NA,NA,"MK02 Varsinais-Suomi","4",13
"16353",NA,NA,"MK04 Satakunta","1",3
"16354",NA,NA,"MK05 Kanta-Häme","2",7
"16355",NA,NA,"MK06 Pirkanmaa","1",1
"16356",NA,NA,"MK07 Päijät-Häme","3",9
"16357",NA,NA,"MK08 Kymenlaakso","0",0
"16358",NA,NA,"MK09 Etelä-Karjala","1",1
"16359",NA,NA,"MK10 Etelä-Savo","0",0
"16360",NA,NA,"MK11 Pohjois-Savo","1",2
"16361",NA,NA,"MK12 Pohjois-Karjala","0",0
"16362",NA,NA,"MK13 Keski-Suomi","1",2
"16363",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16364",NA,NA,"MK15 Pohjanmaa","0",0
"16365",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16366",NA,NA,"MK17 Pohjois-Pohjanmaa","1",2
"16367",NA,NA,"MK18 Kainuu","0",0
"16368",NA,NA,"MK19 Lappi","0",0
"16369",NA,NA,"MA2 AHVENANMAA","0",0
"16370",NA,NA,"MK21 Ahvenanmaa","0",0
"16371",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","14",42
"16372",NA,NA,"MA1 MANNER-SUOMI","14",42
"16373",NA,NA,"MK01 Uusimaa","5",11
"16374",NA,NA,"MK02 Varsinais-Suomi","1",2
"16375",NA,NA,"MK04 Satakunta","1",2
"16376",NA,NA,"MK05 Kanta-Häme","0",0
"16377",NA,NA,"MK06 Pirkanmaa","2",7
"16378",NA,NA,"MK07 Päijät-Häme","0",0
"16379",NA,NA,"MK08 Kymenlaakso","0",0
"16380",NA,NA,"MK09 Etelä-Karjala","0",0
"16381",NA,NA,"MK10 Etelä-Savo","1",1
"16382",NA,NA,"MK11 Pohjois-Savo","2",9
"16383",NA,NA,"MK12 Pohjois-Karjala","0",0
"16384",NA,NA,"MK13 Keski-Suomi","0",0
"16385",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16386",NA,NA,"MK15 Pohjanmaa","0",0
"16387",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16388",NA,NA,"MK17 Pohjois-Pohjanmaa","1",9
"16389",NA,NA,"MK18 Kainuu","0",0
"16390",NA,NA,"MK19 Lappi","1",1
"16391",NA,NA,"MA2 AHVENANMAA","0",0
"16392",NA,NA,"MK21 Ahvenanmaa","0",0
"16393",NA,"Muut palvelut","KOKO MAA","50",236
"16394",NA,NA,"MA1 MANNER-SUOMI","50",236
"16395",NA,NA,"MK01 Uusimaa","19",124
"16396",NA,NA,"MK02 Varsinais-Suomi","3",6
"16397",NA,NA,"MK04 Satakunta","2",18
"16398",NA,NA,"MK05 Kanta-Häme","1",4
"16399",NA,NA,"MK06 Pirkanmaa","2",7
"16400",NA,NA,"MK07 Päijät-Häme","1",1
"16401",NA,NA,"MK08 Kymenlaakso","0",0
"16402",NA,NA,"MK09 Etelä-Karjala","2",11
"16403",NA,NA,"MK10 Etelä-Savo","1",6
"16404",NA,NA,"MK11 Pohjois-Savo","3",9
"16405",NA,NA,"MK12 Pohjois-Karjala","1",2
"16406",NA,NA,"MK13 Keski-Suomi","2",2
"16407",NA,NA,"MK14 Etelä-Pohjanmaa","3",10
"16408",NA,NA,"MK15 Pohjanmaa","0",0
"16409",NA,NA,"MK16 Keski-Pohjanmaa","3",8
"16410",NA,NA,"MK17 Pohjois-Pohjanmaa","5",16
"16411",NA,NA,"MK18 Kainuu","1",3
"16412",NA,NA,"MK19 Lappi","1",9
"16413",NA,NA,"MA2 AHVENANMAA","0",0
"16414",NA,NA,"MK21 Ahvenanmaa","0",0
"16415",NA,"Tuntematon","KOKO MAA","36",36
"16416",NA,NA,"MA1 MANNER-SUOMI","36",36
"16417",NA,NA,"MK01 Uusimaa","15",15
"16418",NA,NA,"MK02 Varsinais-Suomi","4",4
"16419",NA,NA,"MK04 Satakunta","2",2
"16420",NA,NA,"MK05 Kanta-Häme","2",2
"16421",NA,NA,"MK06 Pirkanmaa","3",3
"16422",NA,NA,"MK07 Päijät-Häme","0",0
"16423",NA,NA,"MK08 Kymenlaakso","0",0
"16424",NA,NA,"MK09 Etelä-Karjala","1",1
"16425",NA,NA,"MK10 Etelä-Savo","0",0
"16426",NA,NA,"MK11 Pohjois-Savo","1",1
"16427",NA,NA,"MK12 Pohjois-Karjala","1",1
"16428",NA,NA,"MK13 Keski-Suomi","1",1
"16429",NA,NA,"MK14 Etelä-Pohjanmaa","2",2
"16430",NA,NA,"MK15 Pohjanmaa","0",0
"16431",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16432",NA,NA,"MK17 Pohjois-Pohjanmaa","2",2
"16433",NA,NA,"MK18 Kainuu","1",1
"16434",NA,NA,"MK19 Lappi","1",1
"16435",NA,NA,"MA2 AHVENANMAA","0",0
"16436",NA,NA,"MK21 Ahvenanmaa","0",0
"16437","2009M12","Yhteensä","KOKO MAA","236",1282
"16438",NA,NA,"MA1 MANNER-SUOMI","236",1282
"16439",NA,NA,"MK01 Uusimaa","89",550
"16440",NA,NA,"MK02 Varsinais-Suomi","16",90
"16441",NA,NA,"MK04 Satakunta","8",10
"16442",NA,NA,"MK05 Kanta-Häme","7",65
"16443",NA,NA,"MK06 Pirkanmaa","20",92
"16444",NA,NA,"MK07 Päijät-Häme","10",21
"16445",NA,NA,"MK08 Kymenlaakso","13",30
"16446",NA,NA,"MK09 Etelä-Karjala","8",22
"16447",NA,NA,"MK10 Etelä-Savo","7",26
"16448",NA,NA,"MK11 Pohjois-Savo","4",79
"16449",NA,NA,"MK12 Pohjois-Karjala","6",11
"16450",NA,NA,"MK13 Keski-Suomi","7",94
"16451",NA,NA,"MK14 Etelä-Pohjanmaa","10",98
"16452",NA,NA,"MK15 Pohjanmaa","7",10
"16453",NA,NA,"MK16 Keski-Pohjanmaa","5",31
"16454",NA,NA,"MK17 Pohjois-Pohjanmaa","10",26
"16455",NA,NA,"MK18 Kainuu","3",9
"16456",NA,NA,"MK19 Lappi","6",18
"16457",NA,NA,"MA2 AHVENANMAA","0",0
"16458",NA,NA,"MK21 Ahvenanmaa","0",0
"16459",NA,"Maa-, metsä ja kalatalous","KOKO MAA","7",37
"16460",NA,NA,"MA1 MANNER-SUOMI","7",37
"16461",NA,NA,"MK01 Uusimaa","0",0
"16462",NA,NA,"MK02 Varsinais-Suomi","0",0
"16463",NA,NA,"MK04 Satakunta","0",0
"16464",NA,NA,"MK05 Kanta-Häme","1",1
"16465",NA,NA,"MK06 Pirkanmaa","0",0
"16466",NA,NA,"MK07 Päijät-Häme","0",0
"16467",NA,NA,"MK08 Kymenlaakso","0",0
"16468",NA,NA,"MK09 Etelä-Karjala","1",6
"16469",NA,NA,"MK10 Etelä-Savo","3",19
"16470",NA,NA,"MK11 Pohjois-Savo","0",0
"16471",NA,NA,"MK12 Pohjois-Karjala","1",6
"16472",NA,NA,"MK13 Keski-Suomi","1",5
"16473",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16474",NA,NA,"MK15 Pohjanmaa","0",0
"16475",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16476",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"16477",NA,NA,"MK18 Kainuu","0",0
"16478",NA,NA,"MK19 Lappi","0",0
"16479",NA,NA,"MA2 AHVENANMAA","0",0
"16480",NA,NA,"MK21 Ahvenanmaa","0",0
"16481",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","23",275
"16482",NA,NA,"MA1 MANNER-SUOMI","23",275
"16483",NA,NA,"MK01 Uusimaa","5",30
"16484",NA,NA,"MK02 Varsinais-Suomi","1",10
"16485",NA,NA,"MK04 Satakunta","1",1
"16486",NA,NA,"MK05 Kanta-Häme","2",30
"16487",NA,NA,"MK06 Pirkanmaa","5",20
"16488",NA,NA,"MK07 Päijät-Häme","3",13
"16489",NA,NA,"MK08 Kymenlaakso","1",14
"16490",NA,NA,"MK09 Etelä-Karjala","1",1
"16491",NA,NA,"MK10 Etelä-Savo","0",0
"16492",NA,NA,"MK11 Pohjois-Savo","0",0
"16493",NA,NA,"MK12 Pohjois-Karjala","0",0
"16494",NA,NA,"MK13 Keski-Suomi","2",77
"16495",NA,NA,"MK14 Etelä-Pohjanmaa","2",79
"16496",NA,NA,"MK15 Pohjanmaa","0",0
"16497",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16498",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"16499",NA,NA,"MK18 Kainuu","0",0
"16500",NA,NA,"MK19 Lappi","0",0
"16501",NA,NA,"MA2 AHVENANMAA","0",0
"16502",NA,NA,"MK21 Ahvenanmaa","0",0
"16503",NA,"Rakennustoiminta","KOKO MAA","45",422
"16504",NA,NA,"MA1 MANNER-SUOMI","45",422
"16505",NA,NA,"MK01 Uusimaa","17",257
"16506",NA,NA,"MK02 Varsinais-Suomi","5",11
"16507",NA,NA,"MK04 Satakunta","1",1
"16508",NA,NA,"MK05 Kanta-Häme","2",30
"16509",NA,NA,"MK06 Pirkanmaa","4",23
"16510",NA,NA,"MK07 Päijät-Häme","1",2
"16511",NA,NA,"MK08 Kymenlaakso","1",1
"16512",NA,NA,"MK09 Etelä-Karjala","2",6
"16513",NA,NA,"MK10 Etelä-Savo","2",2
"16514",NA,NA,"MK11 Pohjois-Savo","3",71
"16515",NA,NA,"MK12 Pohjois-Karjala","0",0
"16516",NA,NA,"MK13 Keski-Suomi","0",0
"16517",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16518",NA,NA,"MK15 Pohjanmaa","2",3
"16519",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"16520",NA,NA,"MK17 Pohjois-Pohjanmaa","3",13
"16521",NA,NA,"MK18 Kainuu","0",0
"16522",NA,NA,"MK19 Lappi","1",1
"16523",NA,NA,"MA2 AHVENANMAA","0",0
"16524",NA,NA,"MK21 Ahvenanmaa","0",0
"16525",NA,"Kauppa","KOKO MAA","41",136
"16526",NA,NA,"MA1 MANNER-SUOMI","41",136
"16527",NA,NA,"MK01 Uusimaa","16",46
"16528",NA,NA,"MK02 Varsinais-Suomi","3",34
"16529",NA,NA,"MK04 Satakunta","2",3
"16530",NA,NA,"MK05 Kanta-Häme","2",4
"16531",NA,NA,"MK06 Pirkanmaa","2",16
"16532",NA,NA,"MK07 Päijät-Häme","3",3
"16533",NA,NA,"MK08 Kymenlaakso","2",2
"16534",NA,NA,"MK09 Etelä-Karjala","0",0
"16535",NA,NA,"MK10 Etelä-Savo","1",4
"16536",NA,NA,"MK11 Pohjois-Savo","0",0
"16537",NA,NA,"MK12 Pohjois-Karjala","2",2
"16538",NA,NA,"MK13 Keski-Suomi","0",0
"16539",NA,NA,"MK14 Etelä-Pohjanmaa","2",9
"16540",NA,NA,"MK15 Pohjanmaa","3",3
"16541",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16542",NA,NA,"MK17 Pohjois-Pohjanmaa","2",3
"16543",NA,NA,"MK18 Kainuu","1",7
"16544",NA,NA,"MK19 Lappi","0",0
"16545",NA,NA,"MA2 AHVENANMAA","0",0
"16546",NA,NA,"MK21 Ahvenanmaa","0",0
"16547",NA,"Kuljetus ja varastointi","KOKO MAA","14",58
"16548",NA,NA,"MA1 MANNER-SUOMI","14",58
"16549",NA,NA,"MK01 Uusimaa","7",26
"16550",NA,NA,"MK02 Varsinais-Suomi","0",0
"16551",NA,NA,"MK04 Satakunta","1",1
"16552",NA,NA,"MK05 Kanta-Häme","0",0
"16553",NA,NA,"MK06 Pirkanmaa","2",10
"16554",NA,NA,"MK07 Päijät-Häme","0",0
"16555",NA,NA,"MK08 Kymenlaakso","1",1
"16556",NA,NA,"MK09 Etelä-Karjala","0",0
"16557",NA,NA,"MK10 Etelä-Savo","0",0
"16558",NA,NA,"MK11 Pohjois-Savo","0",0
"16559",NA,NA,"MK12 Pohjois-Karjala","0",0
"16560",NA,NA,"MK13 Keski-Suomi","0",0
"16561",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16562",NA,NA,"MK15 Pohjanmaa","0",0
"16563",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16564",NA,NA,"MK17 Pohjois-Pohjanmaa","1",6
"16565",NA,NA,"MK18 Kainuu","1",1
"16566",NA,NA,"MK19 Lappi","1",13
"16567",NA,NA,"MA2 AHVENANMAA","0",0
"16568",NA,NA,"MK21 Ahvenanmaa","0",0
"16569",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","11",43
"16570",NA,NA,"MA1 MANNER-SUOMI","11",43
"16571",NA,NA,"MK01 Uusimaa","6",34
"16572",NA,NA,"MK02 Varsinais-Suomi","0",0
"16573",NA,NA,"MK04 Satakunta","1",1
"16574",NA,NA,"MK05 Kanta-Häme","0",0
"16575",NA,NA,"MK06 Pirkanmaa","0",0
"16576",NA,NA,"MK07 Päijät-Häme","0",0
"16577",NA,NA,"MK08 Kymenlaakso","2",6
"16578",NA,NA,"MK09 Etelä-Karjala","1",1
"16579",NA,NA,"MK10 Etelä-Savo","0",0
"16580",NA,NA,"MK11 Pohjois-Savo","0",0
"16581",NA,NA,"MK12 Pohjois-Karjala","0",0
"16582",NA,NA,"MK13 Keski-Suomi","0",0
"16583",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16584",NA,NA,"MK15 Pohjanmaa","0",0
"16585",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16586",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"16587",NA,NA,"MK18 Kainuu","0",0
"16588",NA,NA,"MK19 Lappi","0",0
"16589",NA,NA,"MA2 AHVENANMAA","0",0
"16590",NA,NA,"MK21 Ahvenanmaa","0",0
"16591",NA,"Muut palvelut","KOKO MAA","54",270
"16592",NA,NA,"MA1 MANNER-SUOMI","54",270
"16593",NA,NA,"MK01 Uusimaa","19",138
"16594",NA,NA,"MK02 Varsinais-Suomi","5",33
"16595",NA,NA,"MK04 Satakunta","1",2
"16596",NA,NA,"MK05 Kanta-Häme","0",0
"16597",NA,NA,"MK06 Pirkanmaa","7",23
"16598",NA,NA,"MK07 Päijät-Häme","0",0
"16599",NA,NA,"MK08 Kymenlaakso","3",3
"16600",NA,NA,"MK09 Etelä-Karjala","3",8
"16601",NA,NA,"MK10 Etelä-Savo","1",1
"16602",NA,NA,"MK11 Pohjois-Savo","1",8
"16603",NA,NA,"MK12 Pohjois-Karjala","1",1
"16604",NA,NA,"MK13 Keski-Suomi","4",12
"16605",NA,NA,"MK14 Etelä-Pohjanmaa","3",7
"16606",NA,NA,"MK15 Pohjanmaa","1",3
"16607",NA,NA,"MK16 Keski-Pohjanmaa","2",28
"16608",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"16609",NA,NA,"MK18 Kainuu","1",1
"16610",NA,NA,"MK19 Lappi","1",1
"16611",NA,NA,"MA2 AHVENANMAA","0",0
"16612",NA,NA,"MK21 Ahvenanmaa","0",0
"16613",NA,"Tuntematon","KOKO MAA","41",41
"16614",NA,NA,"MA1 MANNER-SUOMI","41",41
"16615",NA,NA,"MK01 Uusimaa","19",19
"16616",NA,NA,"MK02 Varsinais-Suomi","2",2
"16617",NA,NA,"MK04 Satakunta","1",1
"16618",NA,NA,"MK05 Kanta-Häme","0",0
"16619",NA,NA,"MK06 Pirkanmaa","0",0
"16620",NA,NA,"MK07 Päijät-Häme","3",3
"16621",NA,NA,"MK08 Kymenlaakso","3",3
"16622",NA,NA,"MK09 Etelä-Karjala","0",0
"16623",NA,NA,"MK10 Etelä-Savo","0",0
"16624",NA,NA,"MK11 Pohjois-Savo","0",0
"16625",NA,NA,"MK12 Pohjois-Karjala","2",2
"16626",NA,NA,"MK13 Keski-Suomi","0",0
"16627",NA,NA,"MK14 Etelä-Pohjanmaa","3",3
"16628",NA,NA,"MK15 Pohjanmaa","1",1
"16629",NA,NA,"MK16 Keski-Pohjanmaa","2",2
"16630",NA,NA,"MK17 Pohjois-Pohjanmaa","2",2
"16631",NA,NA,"MK18 Kainuu","0",0
"16632",NA,NA,"MK19 Lappi","3",3
"16633",NA,NA,"MA2 AHVENANMAA","0",0
"16634",NA,NA,"MK21 Ahvenanmaa","0",0
"16635","2010M01","Yhteensä","KOKO MAA","254",1135
"16636",NA,NA,"MA1 MANNER-SUOMI","254",1135
"16637",NA,NA,"MK01 Uusimaa","83",408
"16638",NA,NA,"MK02 Varsinais-Suomi","24",86
"16639",NA,NA,"MK04 Satakunta","16",48
"16640",NA,NA,"MK05 Kanta-Häme","8",59
"16641",NA,NA,"MK06 Pirkanmaa","19",76
"16642",NA,NA,"MK07 Päijät-Häme","7",43
"16643",NA,NA,"MK08 Kymenlaakso","13",65
"16644",NA,NA,"MK09 Etelä-Karjala","5",14
"16645",NA,NA,"MK10 Etelä-Savo","6",20
"16646",NA,NA,"MK11 Pohjois-Savo","8",36
"16647",NA,NA,"MK12 Pohjois-Karjala","6",56
"16648",NA,NA,"MK13 Keski-Suomi","9",35
"16649",NA,NA,"MK14 Etelä-Pohjanmaa","6",12
"16650",NA,NA,"MK15 Pohjanmaa","8",19
"16651",NA,NA,"MK16 Keski-Pohjanmaa","7",49
"16652",NA,NA,"MK17 Pohjois-Pohjanmaa","21",93
"16653",NA,NA,"MK18 Kainuu","7",12
"16654",NA,NA,"MK19 Lappi","1",4
"16655",NA,NA,"MA2 AHVENANMAA","0",0
"16656",NA,NA,"MK21 Ahvenanmaa","0",0
"16657",NA,"Maa-, metsä ja kalatalous","KOKO MAA","6",12
"16658",NA,NA,"MA1 MANNER-SUOMI","6",12
"16659",NA,NA,"MK01 Uusimaa","0",0
"16660",NA,NA,"MK02 Varsinais-Suomi","3",5
"16661",NA,NA,"MK04 Satakunta","0",0
"16662",NA,NA,"MK05 Kanta-Häme","0",0
"16663",NA,NA,"MK06 Pirkanmaa","0",0
"16664",NA,NA,"MK07 Päijät-Häme","0",0
"16665",NA,NA,"MK08 Kymenlaakso","0",0
"16666",NA,NA,"MK09 Etelä-Karjala","0",0
"16667",NA,NA,"MK10 Etelä-Savo","1",5
"16668",NA,NA,"MK11 Pohjois-Savo","0",0
"16669",NA,NA,"MK12 Pohjois-Karjala","0",0
"16670",NA,NA,"MK13 Keski-Suomi","0",0
"16671",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16672",NA,NA,"MK15 Pohjanmaa","0",0
"16673",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16674",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"16675",NA,NA,"MK18 Kainuu","1",1
"16676",NA,NA,"MK19 Lappi","0",0
"16677",NA,NA,"MA2 AHVENANMAA","0",0
"16678",NA,NA,"MK21 Ahvenanmaa","0",0
"16679",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","27",160
"16680",NA,NA,"MA1 MANNER-SUOMI","27",160
"16681",NA,NA,"MK01 Uusimaa","4",6
"16682",NA,NA,"MK02 Varsinais-Suomi","4",12
"16683",NA,NA,"MK04 Satakunta","3",8
"16684",NA,NA,"MK05 Kanta-Häme","1",1
"16685",NA,NA,"MK06 Pirkanmaa","4",32
"16686",NA,NA,"MK07 Päijät-Häme","2",21
"16687",NA,NA,"MK08 Kymenlaakso","2",3
"16688",NA,NA,"MK09 Etelä-Karjala","1",2
"16689",NA,NA,"MK10 Etelä-Savo","0",0
"16690",NA,NA,"MK11 Pohjois-Savo","2",11
"16691",NA,NA,"MK12 Pohjois-Karjala","1",47
"16692",NA,NA,"MK13 Keski-Suomi","1",7
"16693",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16694",NA,NA,"MK15 Pohjanmaa","0",0
"16695",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"16696",NA,NA,"MK17 Pohjois-Pohjanmaa","2",10
"16697",NA,NA,"MK18 Kainuu","0",0
"16698",NA,NA,"MK19 Lappi","0",0
"16699",NA,NA,"MA2 AHVENANMAA","0",0
"16700",NA,NA,"MK21 Ahvenanmaa","0",0
"16701",NA,"Rakennustoiminta","KOKO MAA","71",434
"16702",NA,NA,"MA1 MANNER-SUOMI","71",434
"16703",NA,NA,"MK01 Uusimaa","27",197
"16704",NA,NA,"MK02 Varsinais-Suomi","8",38
"16705",NA,NA,"MK04 Satakunta","7",19
"16706",NA,NA,"MK05 Kanta-Häme","3",48
"16707",NA,NA,"MK06 Pirkanmaa","5",22
"16708",NA,NA,"MK07 Päijät-Häme","0",0
"16709",NA,NA,"MK08 Kymenlaakso","3",39
"16710",NA,NA,"MK09 Etelä-Karjala","1",5
"16711",NA,NA,"MK10 Etelä-Savo","4",14
"16712",NA,NA,"MK11 Pohjois-Savo","1",2
"16713",NA,NA,"MK12 Pohjois-Karjala","1",2
"16714",NA,NA,"MK13 Keski-Suomi","1",3
"16715",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16716",NA,NA,"MK15 Pohjanmaa","2",2
"16717",NA,NA,"MK16 Keski-Pohjanmaa","2",2
"16718",NA,NA,"MK17 Pohjois-Pohjanmaa","5",37
"16719",NA,NA,"MK18 Kainuu","0",0
"16720",NA,NA,"MK19 Lappi","1",4
"16721",NA,NA,"MA2 AHVENANMAA","0",0
"16722",NA,NA,"MK21 Ahvenanmaa","0",0
"16723",NA,"Kauppa","KOKO MAA","42",112
"16724",NA,NA,"MA1 MANNER-SUOMI","42",112
"16725",NA,NA,"MK01 Uusimaa","13",26
"16726",NA,NA,"MK02 Varsinais-Suomi","2",2
"16727",NA,NA,"MK04 Satakunta","2",13
"16728",NA,NA,"MK05 Kanta-Häme","2",2
"16729",NA,NA,"MK06 Pirkanmaa","2",2
"16730",NA,NA,"MK07 Päijät-Häme","1",3
"16731",NA,NA,"MK08 Kymenlaakso","2",13
"16732",NA,NA,"MK09 Etelä-Karjala","1",1
"16733",NA,NA,"MK10 Etelä-Savo","0",0
"16734",NA,NA,"MK11 Pohjois-Savo","2",5
"16735",NA,NA,"MK12 Pohjois-Karjala","2",4
"16736",NA,NA,"MK13 Keski-Suomi","2",2
"16737",NA,NA,"MK14 Etelä-Pohjanmaa","2",2
"16738",NA,NA,"MK15 Pohjanmaa","4",10
"16739",NA,NA,"MK16 Keski-Pohjanmaa","1",17
"16740",NA,NA,"MK17 Pohjois-Pohjanmaa","2",5
"16741",NA,NA,"MK18 Kainuu","2",5
"16742",NA,NA,"MK19 Lappi","0",0
"16743",NA,NA,"MA2 AHVENANMAA","0",0
"16744",NA,NA,"MK21 Ahvenanmaa","0",0
"16745",NA,"Kuljetus ja varastointi","KOKO MAA","25",89
"16746",NA,NA,"MA1 MANNER-SUOMI","25",89
"16747",NA,NA,"MK01 Uusimaa","7",16
"16748",NA,NA,"MK02 Varsinais-Suomi","2",16
"16749",NA,NA,"MK04 Satakunta","1",2
"16750",NA,NA,"MK05 Kanta-Häme","1",5
"16751",NA,NA,"MK06 Pirkanmaa","1",2
"16752",NA,NA,"MK07 Päijät-Häme","0",0
"16753",NA,NA,"MK08 Kymenlaakso","2",4
"16754",NA,NA,"MK09 Etelä-Karjala","0",0
"16755",NA,NA,"MK10 Etelä-Savo","0",0
"16756",NA,NA,"MK11 Pohjois-Savo","2",6
"16757",NA,NA,"MK12 Pohjois-Karjala","1",2
"16758",NA,NA,"MK13 Keski-Suomi","4",22
"16759",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"16760",NA,NA,"MK15 Pohjanmaa","0",0
"16761",NA,NA,"MK16 Keski-Pohjanmaa","1",3
"16762",NA,NA,"MK17 Pohjois-Pohjanmaa","2",10
"16763",NA,NA,"MK18 Kainuu","1",1
"16764",NA,NA,"MK19 Lappi","0",0
"16765",NA,NA,"MA2 AHVENANMAA","0",0
"16766",NA,NA,"MK21 Ahvenanmaa","0",0
"16767",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","14",56
"16768",NA,NA,"MA1 MANNER-SUOMI","14",56
"16769",NA,NA,"MK01 Uusimaa","3",20
"16770",NA,NA,"MK02 Varsinais-Suomi","2",7
"16771",NA,NA,"MK04 Satakunta","1",2
"16772",NA,NA,"MK05 Kanta-Häme","0",0
"16773",NA,NA,"MK06 Pirkanmaa","2",5
"16774",NA,NA,"MK07 Päijät-Häme","0",0
"16775",NA,NA,"MK08 Kymenlaakso","1",1
"16776",NA,NA,"MK09 Etelä-Karjala","1",2
"16777",NA,NA,"MK10 Etelä-Savo","0",0
"16778",NA,NA,"MK11 Pohjois-Savo","1",12
"16779",NA,NA,"MK12 Pohjois-Karjala","0",0
"16780",NA,NA,"MK13 Keski-Suomi","0",0
"16781",NA,NA,"MK14 Etelä-Pohjanmaa","1",3
"16782",NA,NA,"MK15 Pohjanmaa","0",0
"16783",NA,NA,"MK16 Keski-Pohjanmaa","1",3
"16784",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"16785",NA,NA,"MK18 Kainuu","0",0
"16786",NA,NA,"MK19 Lappi","0",0
"16787",NA,NA,"MA2 AHVENANMAA","0",0
"16788",NA,NA,"MK21 Ahvenanmaa","0",0
"16789",NA,"Muut palvelut","KOKO MAA","65",268
"16790",NA,NA,"MA1 MANNER-SUOMI","65",268
"16791",NA,NA,"MK01 Uusimaa","27",141
"16792",NA,NA,"MK02 Varsinais-Suomi","3",6
"16793",NA,NA,"MK04 Satakunta","2",4
"16794",NA,NA,"MK05 Kanta-Häme","1",3
"16795",NA,NA,"MK06 Pirkanmaa","4",12
